ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price
3244,Plot  Area,Ready To Move,Sri Kanteshwara Nagar,3 Bedroom,,1200,3.0,0.0,200.0
10479,Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,46.0
1315,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,710,2.0,2.0,16.0
10459,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,920,2.0,2.0,33.0
6141,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,2.0,89.0
6385,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1120,2.0,1.0,53.76
7726,Plot  Area,Ready To Move,Kanakpura Road,1 Bedroom,,1.26Acres,1.0,0.0,125.0
267,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58
6239,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Krryll ,1435,2.0,3.0,62.0
715,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SSarlPe,1570,3.0,2.0,62.0
4246,Super built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,Metrais,1280,2.0,1.0,49.75
9019,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1050,3.0,1.0,175.0
1339,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maentor,940,2.0,1.0,49.0
3487,Built-up  Area,18-Dec,Electronic City,2 BHK,,1020,2.0,1.0,29.46
8075,Super built-up  Area,Ready To Move,Benson Town,4 BHK,Saentva,3633,6.0,2.0,550.0
738,Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,MB-laan,1415,2.0,3.0,66.0
7414,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Jancyva,1265,2.0,2.0,55.0
965,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1725,3.0,3.0,200.0
252,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0
9429,Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,112.0
6786,Super built-up  Area,19-Dec,Binny Pete,3 BHK,She 2rk,1795,3.0,2.0,139.0
50,Super built-up  Area,Ready To Move,Adarsh Nagar,2 BHK,Bhncyis,1270,2.0,1.0,50.0
10112,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,SRldsnt,1430,2.0,0.0,55.0
1703,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1245,2.0,2.0,68.48
6997,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5.0,1.0,129.0
1623,Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,0.0,58.0
872,Super built-up  Area,Ready To Move,Singapura Village,2 BHK,,1100Sq. Yards,2.0,,45.0
2191,Super built-up  Area,19-Oct,Hebbal,4 BHK,SNontle,3067,4.0,2.0,230.0
3698,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1845,3.0,3.0,91.0
10198,Plot  Area,Ready To Move,TC Palaya,5 Bedroom,,1400,5.0,1.0,97.0
3995,Plot  Area,Ready To Move,Junnasandra,4 Bedroom,,3884,4.0,3.0,240.0
10034,Super built-up  Area,Ready To Move,Kodigehalli,4 BHK,,600,3.0,2.0,85.0
5718,Built-up  Area,Ready To Move,Kodihalli,3 BHK,KAMESRI,1620,3.0,2.0,130.0
2167,Built-up  Area,Ready To Move,Nelamangala,2 BHK,,1095,2.0,0.0,40.0
248,Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0
6103,Super built-up  Area,Ready To Move,Srinivasa Nagar,5 BHK,,4000,3.0,0.0,130.0
4161,Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0
10469,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1167,2.0,2.0,37.5
9724,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1143,2.0,1.0,34.2
554,Plot  Area,Ready To Move,Hosa Road,6 Bedroom,,1300,6.0,0.0,145.0
971,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0
3677,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Cimeshw,1185,2.0,1.0,45.5
8341,Plot  Area,Ready To Move,Kammanahalli,2 Bedroom,,1200,1.0,1.0,81.0
3455,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,43.92
4948,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1350,3.0,2.0,58.0
4201,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1627.86,3.0,2.0,88.0
3885,Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1839,3.0,3.0,165.0
6622,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Srandir,1553,3.0,3.0,68.0
5156,Built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1269,2.0,1.0,73.0
8129,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Veyalin,1674,3.0,,90.0
10450,Super built-up  Area,Ready To Move,Panathur,2 BHK,,1125,2.0,2.0,45.0
447,Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630,1.0,1.0,34.65
7799,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,MJtroty,1116,2.0,2.0,40.0
9144,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Alarke ,1307,2.0,1.0,50.0
7733,Plot  Area,Ready To Move,Kudlu Gate,9 Bedroom,,1150,9.0,,140.0
8122,Super built-up  Area,Ready To Move,Attibele,1 BHK,DSvar S,782,1.0,0.0,19.55
5502,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,1.0,51.91
4712,Built-up  Area,Ready To Move,Yelahanka,5 Bedroom,,4000,5.0,2.0,220.0
6112,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,MNikaas,1240,2.0,1.0,65.0
5687,Built-up  Area,Ready To Move,Kengeri,1 BHK,,500,1.0,1.0,17.0
5135,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1146,2.0,1.0,38.0
461,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,35.23
10007,Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1390,2.0,1.0,50.0
10369,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1049,2.0,1.0,51.0
7463,Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,,1160,2.0,2.0,46.39
6321,Built-up  Area,Ready To Move,Brookefield,3 BHK,Roeekbl,1410,2.0,0.0,80.0
8354,Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,JRaderc,1086,2.0,2.0,44.5
4718,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,73.0
9539,Super built-up  Area,18-Mar,Rajarajesheari nagar,2 BHK,,1400,2.0,1.0,44.8
750,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,126.0
1175,Super built-up  Area,Ready To Move,Williams Town,3 BHK,,1500,2.0,2.0,98.0
7586,Built-up  Area,18-Apr,elachenahalli,2 BHK,,1258,2.0,0.0,58.0
376,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0
410,Super built-up  Area,Ready To Move,Kengeri,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5
5550,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,SVoutow,1006,2.0,1.0,57.0
10204,Built-up  Area,Ready To Move,D Group Employees Layout,5 Bedroom,,4400,5.0,3.0,240.0
3399,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219,2.0,1.0,61.25
8850,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1020,2.0,1.0,29.45
8229,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1870,3.0,2.0,90.0
2260,Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,0.0,80.0
7603,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,2100,3.0,2.0,200.0
10645,Plot  Area,Ready To Move,Mylasandra,1 Bedroom,,500,2.0,0.0,80.0
2417,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Co IIla,3750,6.0,3.0,290.0
1795,Plot  Area,18-Apr,SBM Colony,10 Bedroom,,1660,10.0,,475.0
2177,Plot  Area,Ready To Move,Gowdanapalya,8 Bedroom,,1200,8.0,2.0,190.0
2907,Built-up  Area,Ready To Move,Vijayanagar,3 Bedroom,,1000,3.0,0.0,140.0
9235,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Tusom B,5400,3.0,2.0,400.0
9014,Plot  Area,Ready To Move,Koppa,3 Bedroom,,720,3.0,1.0,48.0
274,Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,3.0,73.95
1496,Super built-up  Area,18-Jun,Devanahalli Road,3 BHK,Ozana U,1532,3.0,3.0,92.0
3059,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,47.4
4332,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1444,2.0,2.0,70.0
2769,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,95.84
10155,Built-up  Area,Ready To Move,Gottigere,4 Bedroom,,3000,3.0,0.0,132.0
6088,Super built-up  Area,20-Jun,Sonam Layout,2 BHK,,905,2.0,1.0,50.0
6215,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,,90.0
6084,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Prook M,2560,3.0,,288.0
1953,Plot  Area,Ready To Move,KR Puram,8 Bedroom,,1200,12.0,,110.0
3035,Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1798,3.0,1.0,120.0
3944,Plot  Area,Ready To Move,Cholanayakanahalli,1 Bedroom,,750,2.0,0.0,50.0
10621,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,URncysi,1160,2.0,1.0,95.0
4352,Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,Ciques ,1400,2.0,2.0,80.0
2818,Super built-up  Area,18-May,Old Airport Road,2 BHK,Jaades ,1655,2.0,1.0,97.65
5414,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Javasi ,1551,2.0,2.0,60.0
467,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1800,3.0,3.0,110.0
9312,Super built-up  Area,Ready To Move,Anekal,1 BHK,,456,1.0,1.0,15.0
4148,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,46.0
2615,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,3.0,2.0,82.0
1508,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,1100,2.0,2.0,31.5
1923,Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,,1200,4.0,1.0,83.0
5501,Plot  Area,Ready To Move,Kengeri,3 Bedroom,,1200,3.0,1.0,67.0
1684,Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,,1400,2.0,2.0,48.0
499,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SVineun,1040,2.0,1.0,48.5
5339,Super built-up  Area,Ready To Move,KR Puram,3 BHK,DSise S,1930,2.0,2.0,57.9
6615,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,91.0
2574,Super built-up  Area,Ready To Move,Gottigere,2 BHK,M denGa,1153,2.0,1.0,48.5
513,Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,660,4.0,2.0,90.0
7685,Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,36.21
4097,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2.0,2.0,60.0
10406,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,2404,3.0,2.0,138.0
4836,Plot  Area,Ready To Move,Hosakerehalli,9 Bedroom,,1380,9.0,0.0,150.0
6264,Super built-up  Area,Ready To Move,HBR Layout,3 BHK,HMtesle,1656,3.0,2.0,90.0
921,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,57.5
9794,Built-up  Area,Ready To Move,Malleshwaram,2 BHK,Beesta ,900,2.0,1.0,72.0
7508,Built-up  Area,Ready To Move,Malleshwaram,2 BHK,,900,2.0,1.0,90.0
10424,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mailsaf,980,2.0,1.0,25.0
4376,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,42.92
9338,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1463,2.0,1.0,61.45
474,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,165.0
4518,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1656,3.0,2.0,150.0
8802,Built-up  Area,Ready To Move,Electronic City,1 BHK,Palleon,635,1.0,1.0,28.0
465,Super built-up  Area,Ready To Move,Defence Colony,2 BHK,Vantspa,1150,2.0,2.0,126.0
1730,Super built-up  Area,Ready To Move,Shanthala Nagar,2 BHK,Malex C,1450,1.0,0.0,230.0
7623,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Shitt S,1450 - 1595,,,60.75
5627,Super built-up  Area,18-Jan,Hebbal,2 BHK,Prersis,1138,2.0,1.0,110.0
8090,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1093,2.0,1.0,34.0
9560,Super built-up  Area,18-Aug,Haralur Road,1 BHK,SNnia E,560,1.0,1.0,45.0
8918,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1072,2.0,1.0,42.87
480,Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,LiaveEn,1150,4.0,2.0,260.0
7838,Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,3000,3.0,3.0,170.0
3508,Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2.0,1.0,54.0
9460,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1130,2.0,1.0,46.33
3891,Built-up  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,2000,4.0,0.0,100.0
7493,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2134,4.0,2.0,118.0
4333,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Nillsre,1415,2.0,3.0,67.0
2168,Plot  Area,Ready To Move,Ganga Nagar,3 Bedroom,,720,3.0,3.0,65.0
6057,Super built-up  Area,18-May,Yelahanka,1 BHK,Prensya,602,1.0,1.0,26.0
3543,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,2.0,2.0,79.5
5898,Super built-up  Area,Ready To Move,Harlur,3 BHK,Zonce E,1414,3.0,2.0,77.5
2108,Plot  Area,Ready To Move,Kothanur,5 Bedroom,,9600,5.0,2.0,550.0
4613,Super built-up  Area,18-May,Varthur,2 BHK,Soamsay,1012,2.0,1.0,59.0
8836,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,Solip T,2003,3.0,3.0,200.0
3706,Plot  Area,Ready To Move,Koramangala,4 Bedroom,,2400,6.0,3.0,600.0
10391,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,930,2.0,1.0,25.99
1349,Plot  Area,Ready To Move,KR Puram,2 Bedroom,,1200,2.0,0.0,71.0
7762,Plot  Area,Ready To Move,NRI Layout,4 Bedroom,,1200,4.0,0.0,95.0
3118,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,2.0,1.0,170.0
5379,Super built-up  Area,19-Jul,Yelahanka,2 BHK,Goues A,1033,2.0,1.0,52.58
9270,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,1.0,1.0,41.0
8351,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,5000,5.0,2.0,550.0
1692,Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,595,1.0,1.0,42.0
10017,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,111.0
2423,Plot  Area,Ready To Move,Marsur,4 Bedroom,AreraRe,1800,4.0,2.0,145.0
3351,Super built-up  Area,19-Dec,Gunjur Palya,3 BHK,,1033,2.0,2.0,32.0
1606,Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1600,3.0,0.0,80.0
2625,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shdhia ,1050,2.0,1.0,36.75
3680,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88
4418,Built-up  Area,Ready To Move,Panathur,2 BHK,,1000,2.0,1.0,68.0
714,Super built-up  Area,18-Sep,Whitefield,3 BHK,Umods W,1640,4.0,2.0,91.0
10404,Super built-up  Area,18-Dec,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,1.0,93.25
4467,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1185,2.0,1.0,49.0
10585,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,,1080,2.0,1.0,31.99
3776,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,58.0
8778,Super built-up  Area,17-Dec,Panathur,2 BHK,,1210,2.0,1.0,78.0
5958,Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0
3919,Super built-up  Area,18-Nov,Kengeri,2 BHK,VBn 2lm,726,2.0,1.0,35.0
10201,Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,1263,2.0,1.0,51.5
9476,Super built-up  Area,21-Dec,Hoodi,1 BHK,GoAirej,706 - 716,1.0,0.0,42.65
10054,Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,,1400,2.0,1.0,100.0
3125,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,62.0
1616,Built-up  Area,Ready To Move,Kothannur,3 BHK,Esale O,1300,2.0,0.0,60.0
5666,Plot  Area,Ready To Move,Lakkasandra,7 Bedroom,,1500,6.0,0.0,210.0
2457,Plot  Area,Ready To Move,Peenya,5 Bedroom,,1440,5.0,1.0,110.0
1446,Super built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,,650,1.0,2.0,38.0
7786,Built-up  Area,Ready To Move,Thanisandra,3 BHK,MSureRR,2072,3.0,2.0,122.0
1020,Carpet  Area,Ready To Move,Weavers Colony,1 BHK,,15,1.0,0.0,30.0
705,Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,28.34
9525,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,,1092,2.0,2.0,43.0
6392,Plot  Area,Ready To Move,Kothanur,1 Bedroom,,1500,1.0,0.0,75.0
2138,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0
6720,Built-up  Area,Ready To Move,Nagavara,2 BHK,,936,2.0,0.0,40.2
9137,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Tincyum,1080,2.0,2.0,60.0
7645,Super built-up  Area,18-Feb,Varthur,2 BHK,HioraTr,1085,2.0,1.0,45.0
8627,Plot  Area,Ready To Move,Kenchenahalli,3 Bedroom,,480,3.0,3.0,65.0
1566,Built-up  Area,Ready To Move,Begur,3 BHK,Vantspa,1580,3.0,2.0,75.0
908,Plot  Area,Ready To Move,8th block Koramangala,2 Bedroom,,1410,1.0,0.0,233.0
4823,Super built-up  Area,19-Jan,Kasavanhalli,3 BHK,,1787,3.0,2.0,123.0
7752,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1020,2.0,2.0,55.0
4205,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Gaodsch,1182,2.0,2.0,82.5
7959,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1400,2.0,1.0,55.0
4851,Plot  Area,18-Apr,Ramamurthy Nagar,2 Bedroom,,1200,2.0,1.0,78.0
7793,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Suvals ,1250,2.0,2.0,68.0
3694,Super built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,SNiew L,1550,2.0,3.0,160.0
8489,Super built-up  Area,Ready To Move,Harlur,3 BHK,,1754,3.0,2.0,132.0
2882,Super built-up  Area,Ready To Move,Keerthi Layout,2 BHK,NianaKe,780,2.0,2.0,25.0
4215,Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1874,4.0,1.0,130.0
3210,Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,2265,3.0,2.0,136.0
594,Carpet  Area,Ready To Move,Sanjay nagar,2 BHK,,1100,2.0,2.0,98.0
1558,Built-up  Area,Ready To Move,HSR Layout,3 BHK,,2424,3.0,2.0,90.0
4991,Super built-up  Area,Ready To Move,1st Block Jayanagar,2 BHK,,1000,3.0,2.0,60.0
440,Plot  Area,Ready To Move,Whitefield,4 Bedroom,,11890,4.0,3.0,700.0
6951,Plot  Area,Ready To Move,Banashankari Stage III,5 Bedroom,,1200,5.0,0.0,180.0
9108,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1279,2.0,1.0,53.76
5790,Super built-up  Area,Ready To Move,Bellandur,2 BHK,MancyRe,1063,2.0,1.0,58.0
3088,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,1500,2.0,2.0,125.0
4773,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1140,2.0,2.0,39.9
4382,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SBoneuc,1405,2.0,2.0,84.5
8068,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,,1700,3.0,2.0,77.0
10,Super built-up  Area,18-Feb,Whitefield,3 BHK,,1800,2.0,2.0,70.0
8114,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1900,4.0,1.0,180.0
10236,Built-up  Area,Ready To Move,Kundalahalli,2 BHK,,1260,2.0,0.0,58.0
3660,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1400,2.0,2.0,68.0
9485,Super built-up  Area,18-Jan,Varthur,2 BHK,Muistry,1180,2.0,2.0,55.0
5359,Plot  Area,Ready To Move,Kurubarahalli,3 Bedroom,,1200,3.0,0.0,70.0
93,Plot  Area,Ready To Move,ISRO Layout,4 Bedroom,,1200,4.0,2.0,155.0
6092,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,,1290,2.0,1.0,73.0
5466,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,40.17
7626,Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1450,3.0,2.0,90.0
5649,Super built-up  Area,Ready To Move,Cooke Town,2 BHK,,1710,2.0,2.0,200.0
5582,Plot  Area,Ready To Move,Bommanahalli,5 Bedroom,Duavenc,1200,7.0,2.0,125.0
5506,Super built-up  Area,18-May,GM Palaya,2 BHK,,1225,2.0,2.0,47.0
4960,Built-up  Area,Ready To Move,Samethanahalli,2 BHK,,1141,2.0,2.0,40.0
8411,Plot  Area,Ready To Move,Hoskote,4 Bedroom,Dhistee,1200,4.0,3.0,140.0
292,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0
788,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,1200,4.0,0.0,90.0
5597,Built-up  Area,Ready To Move,Hennur Bande,2 BHK,Matrai ,1100,2.0,1.0,78.0
3063,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,113.0
4708,Built-up  Area,Ready To Move,Thanisandra,4 Bedroom,,2100,4.0,1.0,95.0
9718,Plot  Area,Ready To Move,Yelahanka,7 Bedroom,,1400,5.0,2.0,175.0
3728,Built-up  Area,Ready To Move,Kaikondrahalli,4 BHK,Srsica ,1700,4.0,,108.0
4181,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,850,2.0,2.0,35.0
6339,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,500,2.0,1.0,24.0
8628,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1506,3.0,1.0,95.0
10211,Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,,1000,2.0,3.0,25.0
4336,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105,2.0,1.0,41.36
5155,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1058,2.0,2.0,85.0
1318,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Krine C,1232,2.0,2.0,45.0
9079,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,99.0
2619,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,47.0
9884,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1200,2.0,2.0,60.0
3305,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0
3379,Super built-up  Area,Ready To Move,1Hanuman Nagar,19 BHK,,2000,16.0,,490.0
3710,Super built-up  Area,Ready To Move,Doddathoguru,1 BHK,,550,1.0,1.0,17.0
5211,Built-up  Area,Ready To Move,Yelenahalli,3 BHK,,1600,3.0,3.0,61.37
8559,Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1000,2.0,1.0,38.0
9383,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,,1930,3.0,3.0,75.0
4313,Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,Adstah ,3400,4.0,3.0,530.0
8772,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1550,3.0,1.0,86.8
4341,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856,3.0,2.0,135.0
2859,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,Tinori ,1036,2.0,2.0,105.0
3350,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1020.07,2.0,1.0,68.38
10134,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,,1270,2.0,2.0,57.15
6127,Super built-up  Area,Ready To Move,Silk Board,2 BHK,,1020,2.0,3.0,48.0
2676,Super built-up  Area,Ready To Move,Doddakannelli,2 BHK,BMtusLo,1187,2.0,2.0,45.0
8483,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,ARomee ,1000,2.0,2.0,33.0
3429,Built-up  Area,Ready To Move,KR Garden,2 BHK,Saavear,925,2.0,2.0,63.0
7352,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79
9330,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.47
10595,Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,Saersel,1175,2.0,2.0,52.86
3742,Super built-up  Area,Ready To Move,Varthur,3 BHK,MKllei ,1665,3.0,1.0,53.0
10643,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,ArariGo,925,2.0,1.0,37.0
